Precision,Recall,Threshold
0.031335803,0.999651138,1.23518E-07
0.031388691,0.999651138,1.2539E-07
0.031441917,0.999651138,1.27343E-07
0.031495191,0.999651138,1.29208E-07
0.031547852,0.999624302,1.31162E-07
0.031601514,0.999624302,1.33033E-07
0.031655359,0.999624302,1.34885E-07
0.031709576,0.999624302,1.36847E-07
0.031763871,0.999624302,1.38829E-07
0.031818353,0.999624302,1.40911E-07
0.031873103,0.999624302,1.42957E-07
0.031928015,0.999624302,1.45051E-07
0.031983034,0.999624302,1.47232E-07
0.03203816,0.999624302,1.49365E-07
0.032093532,0.999624302,1.51548E-07
0.032149124,0.999624302,1.53846E-07
0.032204769,0.999624302,1.56056E-07
0.032260914,0.999624302,1.58327E-07
0.032317087,0.999624302,1.60698E-07
0.032373457,0.999624302,1.63021E-07
0.032430192,0.999624302,1.65392E-07
0.032486929,0.999624302,1.67819E-07
0.032543864,0.999624302,1.70294E-07
0.032601142,0.999624302,1.72695E-07
0.032658393,0.999624302,1.75261E-07
0.032715874,0.999624302,1.77741E-07
0.03277376,0.999624302,1.80119E-07
0.032831648,0.999624302,1.82684E-07
0.032889712,0.999624302,1.85391E-07
0.032948186,0.999624302,1.88032E-07
0.03300681,0.999624302,1.90835E-07
0.033065525,0.999624302,1.93622E-07
0.033124538,0.999624302,1.965E-07
0.033183614,0.999624302,1.99423E-07
0.033243108,0.999624302,2.02336E-07
0.033302787,0.999624302,2.05164E-07
0.033362561,0.999624302,2.08201E-07
0.03342264,0.999624302,2.1126E-07
0.033482965,0.999624302,2.14327E-07
0.033542428,0.999597467,2.17359E-07
0.033603279,0.999597467,2.20393E-07
0.033664352,0.999597467,2.23651E-07
0.033725434,0.999597467,2.26923E-07
0.033786768,0.999597467,2.30193E-07
0.033848449,0.999597467,2.33704E-07
0.033910232,0.999597467,2.37148E-07
0.033972427,0.999597467,2.40535E-07
0.034034633,0.999597467,2.43991E-07
0.034096973,0.999597467,2.47488E-07
0.034159543,0.999597467,2.51137E-07
0.034222531,0.999597467,2.54916E-07
0.034285814,0.999597467,2.58559E-07
0.034349301,0.999597467,2.62124E-07
0.034413023,0.999597467,2.65945E-07
0.034476918,0.999597467,2.70069E-07
0.034541083,0.999597467,2.74067E-07
0.034605615,0.999597467,2.77733E-07
0.034670454,0.999597467,2.81653E-07
0.034735504,0.999597467,2.85883E-07
0.034800701,0.999597467,2.90077E-07
0.034866404,0.999597467,2.94215E-07
0.034931996,0.999597467,2.98634E-07
0.034998064,0.999597467,3.02889E-07
0.035064252,0.999597467,3.0745E-07
0.035130458,0.999597467,3.11845E-07
0.035196914,0.999597467,3.16492E-07
0.035263589,0.999597467,3.21088E-07
0.035330752,0.999597467,3.25596E-07
0.035398373,0.999597467,3.30326E-07
0.035465983,0.999597467,3.34877E-07
0.035533886,0.999597467,3.39711E-07
0.035601981,0.999597467,3.44787E-07
0.035670748,0.999597467,3.49962E-07
0.035739438,0.999597467,3.54939E-07
0.035808358,0.999597467,3.59858E-07
0.035877476,0.999597467,3.65233E-07
0.035947069,0.999597467,3.70802E-07
0.036017037,0.999597467,3.76216E-07
0.036087069,0.999597467,3.81816E-07
0.036157443,0.999597467,3.87283E-07
0.036227881,0.999597467,3.93052E-07
0.0362987,0.999597467,3.98994E-07
0.036369726,0.999597467,4.04585E-07
0.036441279,0.999597467,4.10288E-07
0.03651192,0.999570631,4.16418E-07
0.036583857,0.999570631,4.22496E-07
0.03665615,0.999570631,4.28895E-07
0.036728657,0.999570631,4.34822E-07
0.036801488,0.999570631,4.41011E-07
0.03687479,0.999570631,4.47586E-07
0.036948349,0.999570631,4.53998E-07
0.037021171,0.999543796,4.61096E-07
0.037095761,0.999543796,4.67606E-07
0.03716991,0.999543796,4.7418E-07
0.037244505,0.999543796,4.81114E-07
0.037318323,0.99951696,4.88037E-07
0.037393743,0.99951696,4.95084E-07
0.037469355,0.99951696,5.02557E-07
0.037545084,0.99951696,5.10047E-07
0.03762131,0.99951696,5.17181E-07
0.037697923,0.99951696,5.24944E-07
0.037773566,0.999490125,5.32816E-07
0.037850764,0.999490125,5.41227E-07
0.037928201,0.999490125,5.49434E-07
0.038006188,0.999490125,5.57918E-07
0.038084263,0.999490125,5.66604E-07
0.03816262,0.999490125,5.7489E-07
0.038241222,0.999490125,5.83719E-07
0.03831817,0.999436453,5.92238E-07
0.03839722,0.999436453,6.01097E-07
0.038477035,0.999436453,6.10301E-07
0.038557423,0.999436453,6.19254E-07
0.038637705,0.999436453,6.27916E-07
0.038718283,0.999436453,6.36986E-07
0.038799237,0.999436453,6.46465E-07
0.038880734,0.999436453,6.56097E-07
0.038962493,0.999436453,6.65679E-07
0.039044473,0.999436453,6.75867E-07
0.039126963,0.999436453,6.85562E-07
0.039209638,0.999436453,6.95717E-07
0.039292828,0.999436453,7.05908E-07
0.039376414,0.999436453,7.16156E-07
0.039460356,0.999436453,7.26221E-07
0.039544573,0.999436453,7.36671E-07
0.03962915,0.999436453,7.47541E-07
0.039714005,0.999436453,7.58687E-07
0.039799054,0.999436453,7.70237E-07
0.039884469,0.999436453,7.81842E-07
0.039970465,0.999436453,7.93377E-07
0.040056961,0.999436453,8.05061E-07
0.040143704,0.999436453,8.1702E-07
0.040230779,0.999436453,8.29542E-07
0.040318538,0.999436453,8.41712E-07
0.040406506,0.999436453,8.55063E-07
0.040494903,0.999436453,8.68469E-07
0.040583421,0.999436453,8.8062E-07
0.040672461,0.999436453,8.94023E-07
0.040761759,0.999436453,9.06902E-07
0.040851405,0.999436453,9.19693E-07
0.040941445,0.999436453,9.32986E-07
0.041031975,0.999436453,9.4725E-07
0.041122905,0.999436453,9.61665E-07
0.04121433,0.999436453,9.76066E-07
0.041306072,0.999436453,9.90786E-07
0.041398406,0.999436453,1.00439E-06
0.041491201,0.999436453,1.01941E-06
0.041584459,0.999436453,1.03488E-06
0.041678091,0.999436453,1.05098E-06
0.04177177,0.999436453,1.06688E-06
0.041866107,0.999436453,1.08288E-06
0.041961012,0.999436453,1.09928E-06
0.042056397,0.999436453,1.1153E-06
0.042151834,0.999436453,1.13108E-06
0.042247705,0.999436453,1.14818E-06
0.042343966,0.999436453,1.16564E-06
0.042440569,0.999436453,1.1827E-06
0.042538149,0.999436453,1.19976E-06
0.042636227,0.999436453,1.21696E-06
0.042734513,0.999436453,1.23567E-06
0.042833451,0.999436453,1.25443E-06
0.042932649,0.999436453,1.27257E-06
0.043030855,0.999409618,1.29172E-06
0.043131323,0.999409618,1.31137E-06
0.043231509,0.999409618,1.33115E-06
0.043332465,0.999409618,1.3511E-06
0.043434703,0.999409618,1.37237E-06
0.043536966,0.999409618,1.39379E-06
0.043639713,0.999409618,1.41468E-06
0.043742688,0.999409618,1.43568E-06
0.043845841,0.999409618,1.4584E-06
0.043949741,0.999409618,1.48025E-06
0.044054135,0.999409618,1.50328E-06
0.04415784,0.999382782,1.52623E-06
0.044263228,0.999382782,1.54917E-06
0.044368857,0.999382782,1.57287E-06
0.044475256,0.999382782,1.59652E-06
